exon_1	NC_045787.1	92.727	55	4	0	1	55	150680912	150680858	1.05e-14	82.4
exon_3	NC_045787.1	92.308	91	7	0	1	91	150672250	150672160	1.62e-29	133
exon_5	NC_045787.1	88.991	109	12	0	3	111	150671081	150670973	1.02e-32	143
exon_6	NC_045787.1	83.333	132	22	0	1	132	150670833	150670702	1.57e-31	140
exon_8	NC_045787.1	88.652	141	16	0	26	166	150670253	150670113	1.96e-44	183
exon_10	NC_045787.1	81.860	215	39	0	18	232	150669681	150669467	5.97e-53	213
exon_10	NC_045789.1	71.154	104	30	0	118	221	138237831	138237728	3.54e-05	53.6
exon_11	NC_045787.1	87.879	66	8	0	72	137	150669176	150669111	1.11e-14	84.2
exon_12	NC_045787.1	76.351	148	29	1	1	142	150669015	150668868	8.52e-23	111
exon_13	NC_045787.1	75.796	157	21	4	8	149	150668295	150668141	3.10e-22	110
exon_14	NC_045787.1	83.333	168	28	0	1	168	150668049	150667882	8.46e-43	178
