exon_3	gb|JBPKRI010000208.1|	84.768	151	4.57e-40	169	Antilocapra americana strain Pronghorn03 voucher M00051 APZCR02276, Assiniboine Park Conservancy, Winnipeg, Manitoba, Canada h1tg000234l_1, whole genome shotgun sequence
exon_4	gb|JBPKRI010000208.1|	85.294	102	1.47e-24	117	Antilocapra americana strain Pronghorn03 voucher M00051 APZCR02276, Assiniboine Park Conservancy, Winnipeg, Manitoba, Canada h1tg000234l_1, whole genome shotgun sequence
exon_5	gb|JBPKRI010000208.1|	84.375	160	3.01e-42	177	Antilocapra americana strain Pronghorn03 voucher M00051 APZCR02276, Assiniboine Park Conservancy, Winnipeg, Manitoba, Canada h1tg000234l_1, whole genome shotgun sequence
exon_7	gb|JBPKRI010000208.1|	84.810	158	8.63e-43	178	Antilocapra americana strain Pronghorn03 voucher M00051 APZCR02276, Assiniboine Park Conservancy, Winnipeg, Manitoba, Canada h1tg000234l_1, whole genome shotgun sequence
exon_8	gb|JBPKRI010000208.1|	82.524	103	2.75e-21	105	Antilocapra americana strain Pronghorn03 voucher M00051 APZCR02276, Assiniboine Park Conservancy, Winnipeg, Manitoba, Canada h1tg000234l_1, whole genome shotgun sequence
exon_9	gb|JBPKRI010000208.1|	86.335	161	4.01e-47	192	Antilocapra americana strain Pronghorn03 voucher M00051 APZCR02276, Assiniboine Park Conservancy, Winnipeg, Manitoba, Canada h1tg000234l_1, whole genome shotgun sequence
exon_11	gb|JBPKRI010000208.1|	87.500	168	1.90e-51	207	Antilocapra americana strain Pronghorn03 voucher M00051 APZCR02276, Assiniboine Park Conservancy, Winnipeg, Manitoba, Canada h1tg000234l_1, whole genome shotgun sequence
exon_11	gb|JBPKRI010000635.1|	75.238	105	5.11e-08	63.5	Antilocapra americana strain Pronghorn03 voucher M00051 APZCR02276, Assiniboine Park Conservancy, Winnipeg, Manitoba, Canada h1tg000800l_1, whole genome shotgun sequence
exon_11	gb|JBPKRI010000635.1|	74.286	105	6.23e-07	59.0	Antilocapra americana strain Pronghorn03 voucher M00051 APZCR02276, Assiniboine Park Conservancy, Winnipeg, Manitoba, Canada h1tg000800l_1, whole genome shotgun sequence
exon_11	gb|JBPKRI010000022.1|	72.115	104	1.78e-07	61.7	Antilocapra americana strain Pronghorn03 voucher M00051 APZCR02276, Assiniboine Park Conservancy, Winnipeg, Manitoba, Canada h1tg000022l_1, whole genome shotgun sequence
exon_11	gb|JBPKRI010000022.1|	70.755	106	9.24e-05	51.8	Antilocapra americana strain Pronghorn03 voucher M00051 APZCR02276, Assiniboine Park Conservancy, Winnipeg, Manitoba, Canada h1tg000022l_1, whole genome shotgun sequence
exon_11	gb|JBPKRI010000022.1|	71.028	107	3.23e-04	50.9	Antilocapra americana strain Pronghorn03 voucher M00051 APZCR02276, Assiniboine Park Conservancy, Winnipeg, Manitoba, Canada h1tg000022l_1, whole genome shotgun sequence
exon_11	gb|JBPKRI010000326.1|	82.353	51	9.24e-05	52.7	Antilocapra americana strain Pronghorn03 voucher M00051 APZCR02276, Assiniboine Park Conservancy, Winnipeg, Manitoba, Canada h1tg000363l_1, whole genome shotgun sequence
exon_11	gb|JBPKRI010000478.1|	70.270	111	9.24e-05	51.8	Antilocapra americana strain Pronghorn03 voucher M00051 APZCR02276, Assiniboine Park Conservancy, Winnipeg, Manitoba, Canada h1tg000559l_1, whole genome shotgun sequence
exon_12	gb|JBPKRI010000208.1|	84.568	162	2.78e-43	180	Antilocapra americana strain Pronghorn03 voucher M00051 APZCR02276, Assiniboine Park Conservancy, Winnipeg, Manitoba, Canada h1tg000234l_1, whole genome shotgun sequence
exon_13	gb|JBPKRI010000208.1|	76.471	68	4.46e-05	51.8	Antilocapra americana strain Pronghorn03 voucher M00051 APZCR02276, Assiniboine Park Conservancy, Winnipeg, Manitoba, Canada h1tg000234l_1, whole genome shotgun sequence
exon_14	gb|JBPKRI010000208.1|	86.928	153	5.37e-45	187	Antilocapra americana strain Pronghorn03 voucher M00051 APZCR02276, Assiniboine Park Conservancy, Winnipeg, Manitoba, Canada h1tg000234l_1, whole genome shotgun sequence
exon_14	gb|JBPKRI010000208.1|	75.658	152	4.13e-21	108	Antilocapra americana strain Pronghorn03 voucher M00051 APZCR02276, Assiniboine Park Conservancy, Winnipeg, Manitoba, Canada h1tg000234l_1, whole genome shotgun sequence
