exon_2	gb|JBPKRI010000208.1|	90.909	44	1.43e-06	56.0
exon_3	gb|JBPKRI010000208.1|	87.402	127	6.64e-27	125
exon_4	gb|JBPKRI010000208.1|	85.859	99	3.52e-15	85.7
exon_5	gb|JBPKRI010000208.1|	84.375	160	4.01e-25	119
exon_7	gb|JBPKRI010000208.1|	86.014	143	6.50e-27	125
exon_8	gb|JBPKRI010000208.1|	83.505	97	3.38e-09	65.9
exon_9	gb|JBPKRI010000208.1|	87.417	151	4.58e-34	149
exon_10	gb|JBPKRI010000208.1|	81.250	96	8.19e-04	48.1
exon_11	gb|JBPKRI010000208.1|	87.500	168	3.18e-38	163
exon_11	gb|JBPKRI010000022.1|	100.000	26	8.31e-05	52.0
exon_11	gb|JBPKRI010000203.1|	96.552	29	3.28e-04	50.1
exon_12	gb|JBPKRI010000208.1|	85.621	153	4.64e-28	129
exon_13	gb|JBPKRI010000208.1|	83.333	78	4.30e-05	52.0
exon_14	gb|JBPKRI010000208.1|	92.523	107	1.38e-33	149
