exon_1	NC_045765.1	85.593	118	17	0	43	160	173512055	173511938	2.44e-30	137
exon_1	NC_045773.1	82.759	58	10	0	103	160	41804089	41804146	1.54e-07	60.8
exon_1	NC_045763.1	83.636	55	9	0	106	160	98127980	98128034	5.37e-07	59.9
exon_1	NC_045784.1	83.333	48	8	0	97	144	129533153	129533200	7.97e-05	51.8
exon_2	NC_045765.1	75.177	141	35	0	1	141	173524669	173524529	1.82e-18	97.8
exon_4	NC_045765.1	82.778	180	31	0	3	182	173505587	173505408	6.27e-45	186
exon_5	NC_045765.1	74.074	108	28	0	4	111	173503337	173503230	1.85e-10	69.8
exon_6	NC_045765.1	91.150	113	10	0	1	113	173502405	173502293	1.36e-37	159
exon_6	NC_045772.1	91.667	36	3	0	24	59	100088173	100088138	5.09e-05	52.7
exon_8	NC_045765.1	73.885	157	28	2	1	157	173500181	173500038	4.91e-20	102
exon_9	NC_045765.1	77.833	203	43	1	1	203	173499530	173499330	8.19e-38	161
