exon_1	gb|CM018501.1|	89.474	57	4.84e-13	77.0	Muntiacus muntjak isolate UTSW_UCB_Mm chromosome 1, whole genome shotgun sequence
exon_3	gb|CM018501.1|	92.308	91	1.73e-29	133	Muntiacus muntjak isolate UTSW_UCB_Mm chromosome 1, whole genome shotgun sequence
exon_5	gb|CM018501.1|	86.486	111	2.01e-29	133	Muntiacus muntjak isolate UTSW_UCB_Mm chromosome 1, whole genome shotgun sequence
exon_6	gb|CM018501.1|	81.061	132	3.75e-27	126	Muntiacus muntjak isolate UTSW_UCB_Mm chromosome 1, whole genome shotgun sequence
exon_7	gb|CM018501.1|	87.500	72	1.98e-16	90.6	Muntiacus muntjak isolate UTSW_UCB_Mm chromosome 1, whole genome shotgun sequence
exon_8	gb|CM018501.1|	84.524	168	1.74e-45	187	Muntiacus muntjak isolate UTSW_UCB_Mm chromosome 1, whole genome shotgun sequence
exon_10	gb|CM018501.1|	83.562	219	1.98e-59	233	Muntiacus muntjak isolate UTSW_UCB_Mm chromosome 1, whole genome shotgun sequence
exon_11	gb|CM018501.1|	85.075	134	2.83e-35	152	Muntiacus muntjak isolate UTSW_UCB_Mm chromosome 1, whole genome shotgun sequence
exon_12	gb|CM018501.1|	82.000	150	1.05e-34	150	Muntiacus muntjak isolate UTSW_UCB_Mm chromosome 1, whole genome shotgun sequence
exon_13	gb|CM018501.1|	85.915	142	1.43e-39	167	Muntiacus muntjak isolate UTSW_UCB_Mm chromosome 1, whole genome shotgun sequence
exon_14	gb|CM018501.1|	82.143	168	4.75e-40	168	Muntiacus muntjak isolate UTSW_UCB_Mm chromosome 1, whole genome shotgun sequence
exon_14	gb|CM018503.1|	79.121	91	6.60e-13	79.7	Muntiacus muntjak isolate UTSW_UCB_Mm chromosome 3_X, whole genome shotgun sequence
