exon_1	gb|CM035271.1|	92.982	57	9.23e-16	86.0	Hydropotes inermis isolate NWPU-IOZ-05 chromosome 3, whole genome shotgun sequence
exon_3	gb|CM035271.1|	92.308	91	1.71e-29	133	Hydropotes inermis isolate NWPU-IOZ-05 chromosome 3, whole genome shotgun sequence
exon_4	gb|CM035271.1|	90.141	71	7.39e-19	97.8	Hydropotes inermis isolate NWPU-IOZ-05 chromosome 3, whole genome shotgun sequence
exon_5	gb|CM035271.1|	84.685	111	1.03e-26	124	Hydropotes inermis isolate NWPU-IOZ-05 chromosome 3, whole genome shotgun sequence
exon_6	gb|CM035271.1|	78.788	132	2.34e-23	113	Hydropotes inermis isolate NWPU-IOZ-05 chromosome 3, whole genome shotgun sequence
exon_8	gb|CM035271.1|	89.362	141	1.72e-45	187	Hydropotes inermis isolate NWPU-IOZ-05 chromosome 3, whole genome shotgun sequence
exon_10	gb|CM035271.1|	88.202	178	2.90e-57	227	Hydropotes inermis isolate NWPU-IOZ-05 chromosome 3, whole genome shotgun sequence
exon_11	gb|CM035271.1|	86.029	136	1.88e-37	160	Hydropotes inermis isolate NWPU-IOZ-05 chromosome 3, whole genome shotgun sequence
exon_12	gb|CM035271.1|	82.667	150	8.53e-36	155	Hydropotes inermis isolate NWPU-IOZ-05 chromosome 3, whole genome shotgun sequence
exon_13	gb|CM035271.1|	86.620	142	1.16e-40	171	Hydropotes inermis isolate NWPU-IOZ-05 chromosome 3, whole genome shotgun sequence
exon_14	gb|CM035271.1|	80.952	168	2.43e-37	159	Hydropotes inermis isolate NWPU-IOZ-05 chromosome 3, whole genome shotgun sequence
