exon_1	ref|NC_056058.1|	93.939	66	1.65e-19	99.6
exon_2	ref|NC_056058.1|	87.931	58	9.21e-08	60.0
exon_3	ref|NC_056058.1|	94.845	97	1.72e-35	153
exon_3	ref|NC_056060.1|	96.429	28	7.28e-04	48.1
exon_4	ref|NC_056058.1|	92.958	71	3.61e-20	101
exon_5	ref|NC_056058.1|	94.286	105	7.99e-38	161
exon_6	ref|NC_056058.1|	86.923	130	2.14e-26	123
exon_7	ref|NC_056058.1|	93.846	65	9.32e-19	97.6
exon_8	ref|NC_056058.1|	88.372	172	3.60e-44	182
exon_9	ref|NC_056058.1|	95.455	88	3.79e-32	143
exon_10	ref|NC_056058.1|	90.400	250	5.47e-81	305
exon_11	ref|NC_056058.1|	93.431	137	1.19e-49	200
exon_12	ref|NC_056058.1|	92.000	150	3.32e-50	202
exon_13	ref|NC_056058.1|	88.889	144	4.43e-37	159
exon_14	ref|NC_056058.1|	91.824	159	6.89e-53	212
