exon_2	gb|CM044327.1|	90.909	44	1.33e-06	56.0
exon_3	gb|CM044327.1|	88.189	127	2.53e-29	133
exon_4	gb|CM044327.1|	86.916	107	5.49e-20	101
exon_5	gb|CM044327.1|	85.000	160	1.53e-27	127
exon_6	gb|CM044327.1|	92.000	50	7.93e-10	67.9
exon_7	gb|CM044327.1|	86.713	143	2.48e-29	133
exon_8	gb|CM044327.1|	84.536	97	1.29e-11	73.8
exon_9	gb|CM044327.1|	86.486	148	6.40e-30	135
exon_11	gb|CM044327.1|	89.933	149	1.96e-42	176
exon_11	gb|JAGTYA010000025.1|	100.000	26	7.72e-05	52.0
exon_11	gb|JAGTYA010000025.1|	100.000	26	7.72e-05	52.0
exon_11	gb|CM044307.1|	96.552	29	3.05e-04	50.1
exon_12	gb|CM044327.1|	86.928	153	7.25e-33	145
exon_13	gb|CM044327.1|	85.897	78	6.71e-10	67.9
exon_14	gb|CM044327.1|	91.589	107	3.13e-31	141
