exon_1	NW_020837973.1	84.746	118	18	0	43	160	721061	721178	2.92e-29	132
exon_1	NW_020837973.1	79.630	108	22	0	53	160	702177	702284	2.10e-18	96.9
exon_1	NW_020838055.1	82.759	58	10	0	103	160	799746	799689	1.51e-07	60.8
exon_1	NW_020838044.1	83.636	55	9	0	106	160	2488706	2488760	5.29e-07	59.9
exon_1	NW_020838062.1	83.333	48	8	0	97	144	2789438	2789485	7.84e-05	51.8
exon_2	NW_020837973.1	76.596	141	33	0	1	141	708520	708660	3.47e-21	106
exon_3	NW_020837973.1	81.000	100	19	0	19	118	709092	709191	6.10e-18	96.0
exon_4	NW_020837973.1	84.302	172	27	0	11	182	727668	727839	5.06e-46	189
exon_5	NW_020837973.1	73.626	91	24	0	21	111	729842	729932	1.15e-06	57.2
exon_6	NW_020837973.1	91.150	113	10	0	1	113	730754	730866	1.34e-37	159
exon_8	NW_020837973.1	81.529	157	28	1	1	157	732988	733143	3.71e-34	150
exon_9	NW_020837973.1	77.720	193	41	1	8	200	733705	733895	4.17e-35	152
exon_11	NW_020837973.1	78.571	84	17	1	1	84	815903	815821	1.02e-09	68.0
