exon_1	NW_020837973.1	85.455	110	16	0	43	152	721061	721170	8.23e-17	91.7
exon_1	NW_020837973.1	96.552	29	1	0	53	81	702177	702205	2.80e-04	50.1
exon_2	NW_020837973.1	83.465	127	16	3	4	130	725962	726083	4.11e-09	65.9
exon_2	NW_020837973.1	84.337	83	13	0	29	111	708548	708630	6.41e-08	61.9
exon_3	NW_020837973.1	86.111	72	10	0	39	110	709112	709183	1.58e-08	63.9
exon_3	NW_020837973.1	85.714	77	9	1	55	131	727050	727124	2.47e-07	60.0
exon_4	NW_020837973.1	84.302	172	27	0	11	182	727668	727839	1.73e-27	127
exon_6	NW_020837973.1	94.059	101	6	0	13	113	730766	730866	1.75e-35	153
exon_6	NW_020838027.1	91.667	36	3	0	24	59	2679812	2679847	7.43e-04	48.1
exon_6	NW_020838027.1	91.667	36	3	0	24	59	2705946	2705981	7.43e-04	48.1
exon_7	NW_020837973.1	86.957	69	9	0	28	96	731533	731601	3.70e-09	65.9
exon_8	NW_020837973.1	81.529	157	28	1	1	157	732988	733143	1.89e-11	73.8
exon_9	NW_020837973.1	86.792	53	7	0	51	103	733746	733798	3.70e-04	50.1
exon_11	NW_020837973.1	91.892	37	3	0	22	58	815882	815846	2.80e-04	50.1
