exon_1	NC_083316.1	92.727	55	4	0	1	55	152028004	152027950	3.82e-13	77.8
exon_3	NC_083316.1	91.304	92	8	0	1	92	152019250	152019159	2.39e-25	119
exon_4	NC_083316.1	95.890	73	1	1	1	71	152018440	152018368	2.40e-24	115
exon_5	NC_083316.1	93.458	107	7	0	1	107	152018084	152017978	1.25e-36	157
exon_6	NC_083316.1	91.538	130	11	0	3	132	152017832	152017703	1.02e-40	170
exon_7	NC_083316.1	91.919	99	8	0	2	100	152017539	152017441	1.69e-29	133
exon_8	NC_083316.1	91.667	168	14	0	5	172	152017285	152017118	4.18e-56	222
exon_9	NC_083316.1	94.382	89	5	0	2	90	152017031	152016943	2.34e-30	137
exon_10	NC_083316.1	90.400	250	24	0	1	250	152016723	152016474	5.47e-81	305
exon_11	NC_083316.1	94.776	134	6	1	5	137	152016207	152016074	3.01e-50	202
exon_12	NC_083316.1	93.103	145	10	0	1	145	152015978	152015834	5.38e-52	208
exon_13	NC_083316.1	90.071	141	13	1	10	149	152015256	152015116	1.12e-37	161
exon_14	NC_083316.1	91.772	158	13	0	11	168	152015014	152014857	1.55e-52	210
