exon_1	NW_020175679.1	86.364	110	15	0	43	152	1934722	1934613	3.30e-19	99.6
exon_1	NW_020175679.1	96.552	29	1	0	53	81	1953684	1953656	2.74e-04	50.1
exon_2	NW_020175679.1	83.133	83	14	0	29	111	1947457	1947375	1.53e-05	54.0
exon_3	NW_020175679.1	86.111	72	10	0	39	110	1946891	1946820	1.55e-08	63.9
exon_3	NW_020175679.1	85.714	77	9	1	55	131	1928885	1928811	2.42e-07	60.0
exon_4	NW_020175679.1	84.667	150	23	0	23	172	1928237	1928088	6.43e-24	115
exon_6	NW_020175679.1	95.050	101	5	0	13	113	1925156	1925056	7.03e-38	161
exon_6	NW_020176571.1	91.667	36	3	0	24	59	2637748	2637783	7.27e-04	48.1
exon_6	NW_020176571.1	91.667	36	3	0	24	59	2664272	2664307	7.27e-04	48.1
exon_7	NW_020175679.1	88.060	67	8	0	30	96	1924455	1924389	2.32e-10	69.9
exon_8	NW_020175679.1	86.765	68	8	1	90	157	1922945	1922879	4.38e-06	56.0
exon_9	NW_020175679.1	84.091	88	12	1	16	103	1922356	1922271	1.49e-06	58.0
exon_9	NW_020175679.1	96.774	31	1	0	173	203	1922201	1922171	2.32e-05	54.0
exon_11	NW_020175679.1	91.892	37	3	0	22	58	1843124	1843160	2.74e-04	50.1
exon_12	NW_020175679.1	82.828	99	17	0	6	104	1919350	1919252	1.09e-07	61.9
