exon_1	NC_064561.1	86.441	118	16	0	43	160	184387242	184387125	6.39e-32	141
exon_1	NC_064568.1	82.759	58	10	0	103	160	41610797	41610854	1.72e-07	60.8
exon_1	NC_064559.1	83.636	55	9	0	106	160	116046105	116046051	5.99e-07	59.9
exon_1	NC_064580.1	83.333	48	8	0	97	144	130703885	130703932	8.90e-05	51.8
exon_2	NC_064561.1	76.596	141	33	0	1	141	184399689	184399549	3.93e-21	106
exon_4	NC_064561.1	83.721	172	28	0	11	182	184380514	184380343	6.95e-45	185
exon_5	NC_064561.1	74.510	102	26	0	10	111	184378309	184378208	7.21e-10	68.0
exon_6	NC_064561.1	90.265	113	11	0	1	113	184377388	184377276	6.47e-36	155
exon_8	NC_064561.1	80.892	157	29	1	1	157	184375134	184374979	5.13e-33	145
exon_9	NC_064561.1	63.158	247	44	2	1	200	184374473	184374227	4.44e-10	69.8
exon_12	NC_064561.1	80.583	103	18	2	8	110	184371546	184371446	5.45e-16	89.7
