exon_1	NC_064561.1	87.273	110	14	0	43	152	184387242	184387133	1.57e-21	107
exon_1	NC_064561.1	96.552	29	1	0	53	81	184406106	184406078	3.18e-04	50.1
exon_2	NC_064561.1	84.337	83	13	0	29	111	184399661	184399579	7.21e-08	61.9
exon_2	NC_064561.1	82.677	127	17	3	4	130	184382344	184382223	1.13e-06	58.0
exon_3	NC_064561.1	87.013	77	8	1	55	131	184381132	184381058	1.15e-09	67.9
exon_3	NC_064561.1	86.111	72	10	0	39	110	184399097	184399026	1.79e-08	63.9
exon_4	NC_064561.1	83.721	172	28	0	11	182	184380514	184380343	4.78e-25	119
exon_6	NC_064561.1	94.624	93	5	0	13	105	184377376	184377284	4.84e-33	145
exon_6	NC_064569.1	91.667	36	3	0	24	59	3289780	3289815	8.43e-04	48.1
exon_6	NC_064569.1	91.667	36	3	0	24	59	3315981	3316016	8.43e-04	48.1
exon_7	NC_064561.1	88.406	69	8	0	28	96	184376614	184376546	1.72e-11	73.8
exon_8	NC_064561.1	82.906	117	19	1	41	157	184375094	184374979	5.23e-09	65.9
exon_11	NC_064561.1	91.892	37	3	0	22	58	184292169	184292205	3.18e-04	50.1
