exon_1	NC_030814.1	97.778	45	1	0	13	57	71709544	71709588	2.69e-14	81.8
exon_2	NC_030814.1	87.931	58	7	0	1	58	71709955	71710012	1.01e-07	60.0
exon_3	NC_030814.1	94.845	97	5	0	1	97	71713133	71713229	1.89e-35	153
exon_3	NC_030817.1	96.429	28	1	0	15	42	10298022	10298049	8.01e-04	48.1
exon_4	NC_030814.1	92.958	71	5	0	1	71	71714116	71714186	3.97e-20	101
exon_5	NC_030814.1	94.286	105	6	0	3	107	71714472	71714576	8.80e-38	161
exon_6	NC_030814.1	86.923	130	17	0	3	132	71714705	71714834	2.33e-26	123
exon_7	NC_030814.1	89.130	92	10	0	9	100	71714992	71715083	1.66e-20	103
exon_8	NC_030814.1	89.535	172	18	0	1	172	71715248	71715419	6.67e-49	198
exon_9	NC_030814.1	93.258	89	6	0	2	90	71715522	71715610	6.28e-28	129
exon_10	NC_030814.1	90.400	250	24	0	1	250	71715786	71716035	6.02e-81	305
exon_11	NC_030814.1	93.431	137	9	0	1	137	71716286	71716422	1.30e-49	200
exon_12	NC_030814.1	92.000	150	12	0	1	150	71716518	71716667	3.66e-50	202
exon_13	NC_030814.1	88.889	144	16	0	6	149	71717248	71717391	4.88e-37	159
exon_14	NC_030814.1	91.824	159	13	0	1	159	71717483	71717641	4.32e-53	212
