exon_1	ref|NC_056058.1|	89.474	57	5.00e-13	77.0	Ovis aries strain OAR_USU_Benz2616 breed Rambouillet chromosome 5, ARS-UI_Ramb_v3.0, whole genome shotgun sequence
exon_3	ref|NC_056058.1|	92.308	91	1.79e-29	133	Ovis aries strain OAR_USU_Benz2616 breed Rambouillet chromosome 5, ARS-UI_Ramb_v3.0, whole genome shotgun sequence
exon_4	ref|NC_056058.1|	90.141	71	7.73e-19	97.8	Ovis aries strain OAR_USU_Benz2616 breed Rambouillet chromosome 5, ARS-UI_Ramb_v3.0, whole genome shotgun sequence
exon_5	ref|NC_056058.1|	84.685	111	1.07e-26	124	Ovis aries strain OAR_USU_Benz2616 breed Rambouillet chromosome 5, ARS-UI_Ramb_v3.0, whole genome shotgun sequence
exon_6	ref|NC_056058.1|	83.333	132	1.76e-31	140	Ovis aries strain OAR_USU_Benz2616 breed Rambouillet chromosome 5, ARS-UI_Ramb_v3.0, whole genome shotgun sequence
exon_8	ref|NC_056058.1|	85.816	141	5.88e-39	165	Ovis aries strain OAR_USU_Benz2616 breed Rambouillet chromosome 5, ARS-UI_Ramb_v3.0, whole genome shotgun sequence
exon_10	ref|NC_056058.1|	84.186	215	5.85e-60	235	Ovis aries strain OAR_USU_Benz2616 breed Rambouillet chromosome 5, ARS-UI_Ramb_v3.0, whole genome shotgun sequence
exon_11	ref|NC_056058.1|	88.095	126	1.97e-37	160	Ovis aries strain OAR_USU_Benz2616 breed Rambouillet chromosome 5, ARS-UI_Ramb_v3.0, whole genome shotgun sequence
exon_12	ref|NC_056058.1|	80.667	150	5.62e-32	141	Ovis aries strain OAR_USU_Benz2616 breed Rambouillet chromosome 5, ARS-UI_Ramb_v3.0, whole genome shotgun sequence
exon_13	ref|NC_056058.1|	83.099	142	3.95e-34	149	Ovis aries strain OAR_USU_Benz2616 breed Rambouillet chromosome 5, ARS-UI_Ramb_v3.0, whole genome shotgun sequence
exon_14	ref|NC_056058.1|	81.548	168	2.08e-38	164	Ovis aries strain OAR_USU_Benz2616 breed Rambouillet chromosome 5, ARS-UI_Ramb_v3.0, whole genome shotgun sequence
exon_14	ref|NC_056059.1|	79.121	91	6.81e-13	79.7	Ovis aries strain OAR_USU_Benz2616 breed Rambouillet chromosome 6, ARS-UI_Ramb_v3.0, whole genome shotgun sequence
