exon_1	ref|NC_056058.1|	92.000	50	3.68e-10	67.9
exon_3	ref|NC_056058.1|	92.308	91	3.88e-27	125
exon_4	ref|NC_056058.1|	90.141	71	2.14e-15	85.7
exon_5	ref|NC_056058.1|	94.545	55	3.79e-15	85.7
exon_6	ref|NC_056058.1|	83.333	132	1.18e-15	87.7
exon_7	ref|NC_056058.1|	87.692	65	3.29e-09	65.9
exon_8	ref|NC_056058.1|	85.816	141	1.09e-25	121
exon_9	ref|NC_056058.1|	85.227	88	1.23e-10	71.9
exon_10	ref|NC_056058.1|	88.824	170	3.22e-45	186
exon_11	ref|NC_056058.1|	88.095	126	9.16e-29	131
exon_12	ref|NC_056058.1|	86.842	76	7.69e-11	71.9
exon_12	ref|NC_056058.1|	94.444	36	4.57e-06	56.0
exon_13	ref|NC_056058.1|	83.099	142	8.62e-17	91.7
exon_14	ref|NC_056058.1|	81.875	160	1.54e-15	87.7
