exon_1	NC_083316.1	92.727	55	4	0	1	55	152028004	152027950	1.17e-14	82.4
exon_3	NC_083316.1	91.000	100	8	1	1	100	152019250	152019152	1.47e-30	137
exon_4	NC_083316.1	95.890	73	1	1	1	71	152018440	152018368	8.24e-25	116
exon_5	NC_083316.1	92.793	111	8	0	1	111	152018084	152017974	3.50e-39	165
exon_6	NC_083316.1	91.538	130	11	0	3	132	152017832	152017703	4.70e-45	186
exon_7	NC_083316.1	91.919	99	8	0	2	100	152017539	152017441	1.06e-32	143
exon_8	NC_083316.1	91.279	172	15	0	1	172	152017289	152017118	2.78e-62	243
exon_9	NC_083316.1	80.088	226	24	2	2	206	152017031	152016806	4.76e-54	215
exon_10	NC_083316.1	90.400	250	24	0	1	250	152016723	152016474	1.71e-92	343
exon_11	NC_083316.1	94.203	138	7	1	1	137	152016211	152016074	1.24e-52	210
exon_12	NC_083316.1	92.568	148	11	0	1	148	152015978	152015831	9.36e-55	218
exon_13	NC_083316.1	89.655	145	14	1	6	149	152015260	152015116	1.29e-46	191
exon_13	NC_083320.1	81.132	53	10	0	97	149	7441800	7441748	8.16e-05	51.8
exon_14	NC_083316.1	90.476	168	16	0	1	168	152015024	152014857	4.89e-59	232
