exon_1	NC_083316.1	84.746	118	18	0	43	160	666081	666198	3.32e-29	132
exon_1	NC_083316.1	78.704	108	23	0	53	160	646725	646832	1.02e-16	92.4
exon_1	NC_083324.2	82.759	58	10	0	103	160	41671398	41671455	1.72e-07	60.8
exon_1	NC_083314.1	83.636	55	9	0	106	160	91527609	91527555	6.00e-07	59.9
exon_1	NC_083335.1	83.333	48	8	0	97	144	2020036	2019989	8.91e-05	51.8
exon_2	NC_083316.1	76.596	141	33	0	1	141	653525	653665	3.94e-21	106
exon_3	NC_083316.1	81.000	100	19	0	19	118	654097	654196	6.93e-18	96.0
exon_4	NC_083316.1	82.558	172	30	0	11	182	672870	673041	3.61e-42	176
exon_6	NC_083316.1	92.771	83	6	0	31	113	675973	676055	1.10e-26	123
exon_6	NC_083323.1	91.667	36	3	0	24	59	99721588	99721553	5.69e-05	52.7
exon_8	NC_083316.1	81.529	157	28	1	1	157	678185	678340	4.22e-34	150
exon_11	NC_083316.1	78.571	84	17	1	1	84	759625	759543	1.16e-09	68.0
