exon_1	NC_064561.1	92.727	55	4	0	1	55	19558039	19558093	3.81e-13	77.8
exon_3	NC_064561.1	92.391	92	7	0	1	92	19566804	19566895	9.80e-28	127
exon_4	NC_064561.1	95.890	73	1	1	1	71	19567612	19567684	2.39e-24	115
exon_5	NC_064561.1	93.458	107	7	0	1	107	19567968	19568074	1.24e-36	157
exon_6	NC_064561.1	91.538	130	11	0	3	132	19568220	19568349	1.02e-40	170
exon_7	NC_064561.1	90.909	99	9	0	2	100	19568513	19568611	4.11e-27	125
exon_8	NC_064561.1	92.262	168	13	0	5	172	19568767	19568934	1.71e-58	230
exon_9	NC_064561.1	93.258	89	6	0	2	90	19569021	19569109	5.69e-28	129
exon_10	NC_064561.1	90.000	250	25	0	1	250	19569329	19569578	1.33e-78	297
exon_11	NC_064561.1	94.776	134	6	1	5	137	19569845	19569978	3.01e-50	202
exon_12	NC_064561.1	93.793	145	9	0	1	145	19570074	19570218	2.20e-54	216
exon_13	NC_064561.1	91.489	141	11	1	10	149	19570796	19570936	1.88e-42	176
exon_14	NC_064561.1	91.772	158	13	0	11	168	19571038	19571195	1.55e-52	210
