exon_1	NC_045765.1	86.364	110	15	0	43	152	173512055	173511946	3.43e-19	99.6
exon_1	NC_045765.1	96.552	29	1	0	53	81	173530975	173530947	2.84e-04	50.1
exon_2	NC_045765.1	84.416	77	12	0	54	130	173507036	173506960	1.02e-06	58.0
exon_2	NC_045765.1	83.133	83	14	0	29	111	173524641	173524559	1.59e-05	54.0
exon_3	NC_045765.1	86.111	72	10	0	39	110	173524075	173524004	1.61e-08	63.9
exon_3	NC_045765.1	86.301	73	8	1	55	127	173506215	173506145	2.51e-07	60.0
exon_4	NC_045765.1	84.667	150	23	0	23	172	173505567	173505418	6.68e-24	115
exon_6	NC_045765.1	95.789	95	4	0	19	113	173502387	173502293	1.14e-36	157
exon_6	NC_045772.1	91.667	36	3	0	24	59	100088173	100088138	7.55e-04	48.1
exon_6	NC_045772.1	91.667	36	3	0	24	59	100114462	100114427	7.55e-04	48.1
exon_7	NC_045765.1	86.567	67	9	0	30	96	173501613	173501547	5.87e-08	61.9
exon_8	NC_045765.1	90.698	43	4	0	115	157	173500080	173500038	1.78e-05	54.0
exon_9	NC_045765.1	85.227	88	11	1	16	103	173499515	173499430	6.33e-09	65.9
exon_9	NC_045765.1	100.000	26	0	0	178	203	173499355	173499330	9.51e-05	52.0
exon_11	NC_045765.1	91.892	37	3	0	22	58	173414877	173414913	2.84e-04	50.1
