exon_1	NC_059165.1	91.228	57	5	0	1	57	72221546	72221602	4.05e-14	81.5
exon_3	NC_059165.1	92.308	91	7	0	1	91	72225142	72225232	1.77e-29	133
exon_5	NC_059165.1	85.586	111	16	0	1	111	72226399	72226509	2.49e-28	129
exon_6	NC_059165.1	83.333	132	22	0	1	132	72226632	72226763	1.73e-31	140
exon_8	NC_059165.1	87.234	141	18	0	26	166	72227208	72227348	1.12e-41	174
exon_10	NC_059165.1	83.810	210	34	0	23	232	72227743	72227952	2.99e-57	226
exon_11	NC_059165.1	86.765	136	18	0	2	137	72228206	72228341	4.57e-39	165
exon_12	NC_059165.1	80.667	150	23	1	1	144	72228437	72228586	5.56e-32	141
exon_13	NC_059165.1	83.803	142	23	0	8	149	72229142	72229283	3.21e-35	153
exon_14	NC_059165.1	82.143	168	30	0	1	168	72229375	72229542	4.84e-40	168
exon_14	NC_059163.1	78.022	91	20	0	57	147	2398532	2398622	8.20e-12	75.2
exon_14	NC_059172.1	75.714	70	17	0	57	126	56861303	56861372	3.27e-04	50.9
