exon_1	NC_059165.1	94.000	50	3	0	1	50	72221546	72221595	1.49e-12	75.8
exon_3	NC_059165.1	92.308	91	7	0	1	91	72225142	72225232	3.83e-27	125
exon_4	NC_059165.1	90.141	71	7	0	1	71	72226044	72226114	2.12e-15	85.7
exon_5	NC_059165.1	85.586	111	16	0	1	111	72226399	72226509	1.54e-17	93.7
exon_6	NC_059165.1	83.333	132	22	0	1	132	72226632	72226763	1.17e-15	87.7
exon_7	NC_059165.1	86.154	65	9	0	2	66	72226914	72226978	7.93e-07	58.0
exon_8	NC_059165.1	87.234	141	18	0	26	166	72227208	72227348	1.82e-30	137
exon_9	NC_059165.1	82.955	88	15	0	1	88	72227450	72227537	7.21e-06	56.0
exon_10	NC_059165.1	88.235	170	20	0	63	232	72227783	72227952	7.75e-43	178
exon_11	NC_059165.1	88.095	126	15	0	12	137	72228216	72228341	9.05e-29	131
exon_12	NC_059165.1	86.842	76	10	0	1	76	72228437	72228512	7.60e-11	71.9
exon_12	NC_059165.1	94.444	36	2	0	109	144	72228551	72228586	4.52e-06	56.0
exon_13	NC_059165.1	83.803	142	23	0	8	149	72229142	72229283	3.50e-19	99.6
exon_14	NC_059165.1	82.143	168	30	0	1	168	72229375	72229542	6.26e-18	95.6
